# Pathway	FMD_002_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_003_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_004_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_006_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_008_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_009_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_012_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_013_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_014_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_015_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_017_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_021_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_023_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_024_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_025_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_026_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_027_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_028_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_029_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_032_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_033_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_034_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_035_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_037_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_038_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_039_040_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_043_044_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_050_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_051_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_052_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_058_kneaddata_paired_clean_paired_Abundance-RELAB	FMD_059_kneaddata_paired_clean_paired_Abundance-RELAB
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	6.0074e-05	0.000111095	2.51573e-05	0.000133521	0.000142008	0.000108174	5.16556e-05	1.5488e-05	0.000128206	0.000132068	2.31895e-05	3.10215e-05	1.0013e-05	6.30842e-05	0.000185447	0	1.16089e-05	1.73518e-05	1.83279e-05	1.07598e-05	7.67714e-06	8.63099e-05	2.66689e-05	5.33139e-05	7.59152e-05	5.52733e-05	6.67987e-05	3.06418e-05	2.3989e-05	1.72154e-05	2.10018e-05	2.19523e-05
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	1.07206e-05	2.24037e-05	5.24061e-06	3.07152e-05	2.76572e-05	2.35774e-05	1.65068e-05	2.12336e-06	0	4.26023e-05	0	4.99017e-06	0	1.6468e-05	5.08533e-05	0	5.36968e-06	0	1.7868e-06	0	0	1.98459e-05	7.87162e-06	1.05347e-05	1.38758e-05	6.42993e-06	5.90233e-06	4.49787e-06	0	3.35912e-06	4.53252e-06	1.62146e-06
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0	0	0	0	3.24562e-06	0	4.73156e-06	0	0	6.1899e-06	0	0	0	1.71266e-06	1.43891e-05	0	0	0	0	0	0	2.27128e-06	0	0	0	0	0	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	4.27539e-05	4.2307e-05	1.54437e-05	2.63677e-05	4.31706e-05	3.48613e-05	2.72304e-05	9.29228e-06	3.25655e-05	4.80215e-05	1.35068e-05	3.23854e-05	7.21403e-06	1.8329e-05	4.73639e-05	0	1.25528e-05	9.77826e-06	8.47178e-06	4.69842e-06	6.25542e-06	3.14701e-05	2.34438e-05	1.9206e-05	2.96731e-05	1.94402e-05	2.7932e-05	2.81241e-05	1.69873e-05	1.26547e-05	2.26728e-05	1.63234e-05
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	9.29305e-05	0.000150102	2.93409e-05	0.000184732	0.000181919	0.000146422	6.52547e-05	1.17587e-05	0.000117199	0.000175849	1.1713e-05	4.31716e-05	0	7.41853e-05	0.000265242	0	6.39869e-06	9.72241e-06	1.34225e-05	5.60181e-06	2.32063e-06	0.000101714	3.40547e-05	5.39192e-05	9.89493e-05	7.69445e-05	9.48999e-05	2.79611e-05	2.54075e-05	1.83098e-05	4.31366e-05	1.76321e-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	9.64501e-05	0.000152565	3.10002e-05	0.000188958	0.000180622	0.000151956	6.83909e-05	1.48633e-05	0.000128331	0.000177888	1.78067e-05	5.06636e-05	0	7.64986e-05	0.000273277	0	8.18597e-06	1.22512e-05	1.63345e-05	7.96743e-06	3.03498e-06	0.00010687	3.79271e-05	5.48393e-05	0.000100495	8.09996e-05	9.75065e-05	3.17741e-05	3.03315e-05	2.1746e-05	5.13463e-05	2.24059e-05
ARO-PWY: chorismate biosynthesis I	9.05295e-05	0.000141263	3.23424e-05	0.000172609	0.00016869	0.000138464	6.42378e-05	7.36384e-05	0.000121764	0.000162847	5.50947e-05	8.92116e-05	0.000171229	7.42531e-05	0.00025232	2.5967e-05	7.73889e-05	4.19003e-05	3.16454e-05	0.000158571	1.71512e-05	9.75421e-05	6.03088e-05	6.20278e-05	0.000100884	7.92119e-05	9.90961e-05	4.91959e-05	6.36001e-05	4.5671e-05	7.50697e-05	4.70032e-05
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2.22229e-05	4.01564e-05	1.21693e-05	5.5213e-05	3.89275e-05	3.954e-05	1.66786e-05	7.22524e-06	3.62229e-05	4.34968e-05	1.33794e-05	1.10159e-05	0	3.52427e-05	5.59007e-05	0	7.36823e-06	6.39605e-06	5.14741e-06	1.83177e-06	2.90162e-06	3.87617e-05	1.06349e-05	1.95084e-05	3.33001e-05	1.22946e-05	2.23065e-05	1.56828e-05	5.06363e-06	5.79756e-06	4.92453e-06	9.32294e-06
AST-PWY: L-arginine degradation II (AST pathway)	7.8046e-07	2.58682e-06	2.60501e-07	7.43875e-06	1.52833e-06	5.8317e-06	3.30555e-06	0	0	2.0849e-05	0	0	0	1.47365e-06	9.55527e-06	0	5.20481e-07	0	0	0	0	5.86575e-06	3.04005e-07	0	3.33537e-06	4.44401e-06	5.13454e-06	0	0	0	9.3648e-07	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	1.68269e-05	3.96122e-05	5.10796e-06	7.92471e-05	2.62434e-05	3.76657e-05	3.21835e-05	0	1.45371e-05	6.66653e-05	0	7.64507e-06	0	2.36054e-05	0.00010499	0	1.17979e-05	0	0	5.43082e-06	0	3.31759e-05	6.95185e-06	1.70119e-05	1.27137e-05	1.39226e-05	2.04702e-05	6.9619e-06	8.63975e-06	8.46408e-06	6.62037e-06	6.65461e-06
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.000114385	0.000206557	4.12098e-05	0.000241081	0.000240133	0.000187378	8.87559e-05	3.84396e-05	0.000166794	0.000227351	4.21234e-05	7.54744e-05	2.20249e-05	9.93409e-05	0.000325389	0	2.91305e-05	2.26778e-05	2.34165e-05	2.38537e-05	9.22866e-06	0.000131933	5.14438e-05	6.91446e-05	0.000131693	0.000110861	0.000115879	4.40359e-05	4.30536e-05	3.05231e-05	7.45037e-05	3.1788e-05
CALVIN-PWY: Calvin-Benson-Bassham cycle	5.91108e-05	0.000106579	2.48897e-05	0.000120774	0.000138873	0.000116998	5.18321e-05	1.27805e-05	7.08631e-05	0.000126666	1.62139e-05	2.66597e-05	0	5.84911e-05	0.000185845	0	2.25712e-05	1.44611e-05	1.75452e-05	0	2.88775e-06	7.60024e-05	2.28782e-05	4.44845e-05	9.03641e-05	4.52987e-05	6.07641e-05	2.55212e-05	2.11531e-05	1.56654e-05	1.88187e-05	1.57467e-05
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	1.5363e-06	4.94879e-06	1.72561e-06	1.20864e-05	7.81e-06	9.3727e-06	2.59407e-06	0	0	1.44219e-05	0	1.4183e-06	0	2.16414e-06	2.06972e-05	0	0	0	0	0	0	6.37401e-06	4.43378e-07	1.43421e-06	4.16636e-06	2.75499e-06	6.11043e-06	1.94488e-06	1.52586e-06	8.05045e-07	2.16526e-06	0
CENTFERM-PWY: pyruvate fermentation to butanoate	0	0	0	2.99034e-06	0	8.59266e-07	0	0	0	2.18401e-06	0	0	0	2.54936e-06	1.16896e-05	0	0	0	0	0	0	1.81172e-06	0	1.6436e-06	9.20296e-07	1.05233e-06	0	0	0	0	0	0
CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0	3.75296e-06	8.92104e-07	1.30698e-05	5.94698e-06	1.21399e-05	1.1523e-05	0	4.44286e-06	1.24556e-05	0	0	0	2.61411e-06	2.54059e-06	0	0	1.60503e-06	0	0	3.13664e-06	3.09654e-06	0	0	1.19237e-06	0	0	7.5587e-07	0	8.97466e-07	0	0
CITRULBIO-PWY: L-citrulline biosynthesis	5.76008e-05	6.56225e-05	2.03391e-05	0.000102052	0.000108737	6.77365e-05	3.60899e-05	1.8657e-05	4.46014e-05	8.34062e-05	3.20064e-05	5.50273e-05	4.12885e-05	4.07469e-05	0.000118595	0	2.77743e-05	1.942e-05	1.9856e-05	3.68466e-05	1.02344e-05	4.29818e-05	3.5142e-05	4.12807e-05	4.66932e-05	2.6729e-05	3.78529e-05	3.14204e-05	3.5515e-05	1.86553e-05	4.62473e-05	2.20056e-05
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	8.96854e-05	0.000130614	2.80117e-05	0.000140485	0.000158481	0.000127305	5.36347e-05	1.47012e-05	0.000110056	0.00014894	1.5711e-05	3.68478e-05	4.80655e-06	6.81979e-05	0.000244689	0	1.0197e-05	1.53304e-05	1.63331e-05	4.55616e-06	4.54848e-06	9.48676e-05	3.46022e-05	5.9947e-05	9.8802e-05	6.91995e-05	9.73828e-05	2.95363e-05	2.0754e-05	1.26057e-05	1.89635e-05	1.90121e-05
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	8.40031e-05	0.000121011	2.6576e-05	0.000132004	0.000146685	0.000118983	4.96178e-05	1.36922e-05	0.000103638	0.000140058	1.57119e-05	3.49789e-05	4.22566e-06	6.38415e-05	0.000232737	3.84034e-06	9.52776e-06	1.54252e-05	1.74045e-05	4.08132e-06	3.92766e-06	9.01652e-05	3.33165e-05	5.84827e-05	9.51028e-05	6.51314e-05	9.05793e-05	2.80272e-05	1.94782e-05	1.14061e-05	2.00067e-05	1.79752e-05
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	1.1046e-05	1.73995e-05	5.31524e-06	5.06484e-05	3.40239e-05	2.86367e-05	1.14903e-05	1.09256e-06	0	4.13041e-05	2.40825e-06	8.15802e-06	1.46974e-06	1.23211e-05	6.04784e-05	0	4.86794e-07	9.91089e-07	9.64708e-07	1.59036e-06	0	1.60115e-05	3.79382e-06	6.5866e-06	1.95762e-05	1.10356e-05	1.64935e-05	5.10658e-06	3.87301e-06	3.46034e-06	3.00004e-06	3.35506e-06
COLANSYN-PWY: colanic acid building blocks biosynthesis	3.26789e-05	6.34e-05	1.77032e-05	6.81456e-05	6.15025e-05	5.72855e-05	1.97004e-05	2.02804e-05	7.84197e-05	6.58238e-05	2.06291e-05	3.40882e-05	1.67093e-05	2.99353e-05	0.000104882	0	1.60576e-05	1.1052e-05	1.20582e-05	1.60256e-05	3.83078e-06	4.18861e-05	2.14925e-05	2.14202e-05	3.63208e-05	3.13788e-05	4.22132e-05	2.6747e-05	1.82466e-05	1.09834e-05	1.87968e-05	1.78767e-05
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	8.7713e-05	0.000137281	3.24881e-05	0.000165636	0.000156251	0.000135105	6.28867e-05	6.85058e-05	0.0001223	0.000154143	5.26861e-05	9.25693e-05	0.000150211	7.5687e-05	0.00024156	2.11019e-05	6.8645e-05	4.04504e-05	3.0986e-05	0.000140236	1.45579e-05	9.48481e-05	5.94567e-05	6.41477e-05	0.00010233	7.73012e-05	8.50095e-05	4.9322e-05	6.08161e-05	4.48253e-05	7.55453e-05	4.74735e-05
CRNFORCAT-PWY: creatinine degradation I	4.60572e-06	1.13025e-05	1.38243e-06	9.33171e-06	3.98183e-06	5.44273e-06	5.34715e-06	0	0	7.03692e-06	0	2.14818e-06	0	1.78332e-06	1.53834e-05	0	0	0	0	0	0	6.09164e-06	2.55223e-06	2.22129e-06	4.52871e-06	1.49434e-06	0	0	0	0	0	1.01482e-06
DAPLYSINESYN-PWY: L-lysine biosynthesis I	8.14844e-05	0.000126055	2.57868e-05	0.000163629	0.000166746	0.000132656	5.52728e-05	1.05787e-05	0.000130482	0.000155063	1.32268e-05	3.6173e-05	2.1852e-06	6.24941e-05	0.00024382	0	1.68708e-05	8.42992e-06	1.56752e-05	3.74414e-06	5.72387e-06	8.96285e-05	2.9105e-05	4.7712e-05	0.000104474	7.38307e-05	9.09462e-05	3.17904e-05	1.92208e-05	1.45926e-05	3.03541e-05	1.51204e-05
DARABCATK12-PWY: D-arabinose degradation I	0	0	0	0	0	0	0	0	0	4.38579e-07	0	0	0	0	2.22238e-06	0	0	0	0	0	0	4.14941e-07	0	0	0	0	0	0	0	0	0	0
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0	5.58378e-06	1.11837e-06	5.45295e-06	3.1868e-06	4.30107e-06	1.74855e-06	0	0	7.58264e-06	0	0	0	3.82038e-06	8.55909e-06	0	0	0	0	0	0	3.12328e-06	0	0	4.88569e-06	9.50147e-07	0	8.73666e-07	2.92058e-06	0	5.82846e-07	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0	0	0	3.16631e-06	0	4.64673e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	5.02493e-05	0.000104489	2.3813e-05	0.000113614	0.000148503	8.93581e-05	4.28706e-05	6.23739e-06	0.000122006	0.000127096	1.8155e-05	2.64042e-05	0	4.90564e-05	0.000182316	0	3.5095e-06	6.71445e-06	4.57588e-06	2.02927e-06	1.25056e-06	6.7439e-05	2.02518e-05	3.40004e-05	8.02333e-05	4.06448e-05	8.1293e-05	2.76476e-05	1.04138e-05	6.42688e-06	1.55783e-05	1.04952e-05
ECASYN-PWY: enterobacterial common antigen biosynthesis	0	1.26051e-06	0	0	0	0	0	0	0	0	0	0	0	0	6.17497e-07	0	0	0	0	0	0	4.08201e-06	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I (generic)	3.38799e-05	4.94999e-05	1.05465e-05	7.79569e-05	3.82291e-05	6.36581e-05	3.59331e-05	0	2.89141e-05	0.000101917	0	1.11151e-05	0	3.07182e-05	0.000126784	0	2.32079e-05	0	1.24431e-05	3.62665e-06	1.83516e-06	5.37519e-05	1.24322e-05	4.38148e-06	6.00921e-05	3.7006e-05	3.73077e-05	1.42789e-05	8.80747e-06	9.85884e-06	3.00229e-05	4.54089e-06
FASYN-ELONG-PWY: fatty acid elongation -- saturated	3.31131e-05	8.89578e-05	2.16573e-05	0.000143702	0.000129954	0.000103562	8.29192e-05	4.05589e-06	2.09928e-05	0.000165515	8.82551e-06	2.84159e-05	0	5.23825e-05	0.000200242	2.4275e-06	1.64977e-05	4.28381e-06	1.13688e-05	5.82399e-06	1.20371e-05	6.95548e-05	1.65969e-05	2.6658e-05	7.57503e-05	4.74882e-05	3.62032e-05	2.03476e-05	2.44255e-05	1.63257e-05	2.11185e-05	1.1492e-05
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	0	1.66845e-06	0	0	4.83796e-06	0	0	0	0	1.22078e-06	0	0	0	0	0	0	0	0	0	0	0	1.12075e-06	0	0	0	0	0	8.92909e-07	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation	1.6786e-05	4.04074e-05	4.23559e-06	7.33574e-05	7.73855e-05	4.66336e-05	2.97274e-05	0	0	6.83041e-05	8.95058e-06	1.38011e-05	2.38731e-06	3.19868e-05	8.6355e-05	0	1.6258e-05	0	7.92107e-06	4.11471e-06	1.94069e-06	4.04213e-05	1.17226e-05	1.29582e-05	4.21855e-05	3.15928e-05	3.94508e-05	9.37907e-06	1.08871e-05	5.96706e-06	1.04675e-05	5.10137e-06
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1.54324e-05	4.00897e-05	7.95192e-06	3.42264e-05	4.44745e-05	4.86933e-05	7.79981e-06	0	0	3.12323e-05	0	6.445e-06	0	2.94074e-05	3.2671e-05	0	0	6.85204e-06	2.20235e-06	0	0	3.8368e-05	0	1.15926e-05	1.45726e-05	1.98022e-06	1.74331e-05	1.12281e-05	1.0354e-05	4.49574e-06	0	7.7434e-06
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0	1.49522e-06	0	0	0	1.14195e-06	0	0	0	1.16762e-06	0	0	0	6.9828e-07	7.68651e-06	0	0	0	0	0	0	9.33174e-07	0	0	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation	0	9.25832e-07	0	8.89769e-07	0	7.33428e-07	0	0	0	1.17128e-06	0	0	0	8.85038e-07	5.64448e-06	0	0	0	0	0	0	4.58401e-07	0	0	0	0	0	2.7952e-07	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0	2.27586e-06	0	0	0	2.21898e-06	0	0	0	1.03091e-06	0	0	0	0	4.1612e-06	0	0	0	0	0	0	3.35941e-06	0	0	0	0	0	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I	1.13499e-06	3.27969e-06	0	2.599e-06	3.01122e-06	3.20271e-06	6.73286e-06	0	0	2.11715e-06	0	0	0	2.42552e-06	9.48913e-06	0	0	0	0	0	0	5.52645e-06	8.21325e-07	3.0734e-06	3.32744e-06	1.20118e-06	0	3.86411e-07	0	9.17577e-07	7.84217e-07	0
GALACTITOLCAT-PWY: galactitol degradation	0	0	0	0	0	8.10833e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I	0	5.45795e-06	9.41564e-07	4.82854e-06	7.21375e-06	7.539e-06	3.54868e-06	0	0	1.6319e-06	0	6.54713e-07	0	2.23061e-06	8.94306e-06	0	0	0	0	0	0	5.26084e-06	0	1.71978e-06	5.87474e-06	5.41818e-07	2.83801e-06	4.34808e-07	0	0	1.36934e-06	0
GALLATE-DEGRADATION-I-PWY: gallate degradation II	0	3.82855e-07	0	0	0	0	0	0	0	6.39142e-07	0	0	0	0	0	0	0	0	0	0	0	5.09929e-07	0	0	0	0	0	0	0	0	0	0
GALLATE-DEGRADATION-II-PWY: gallate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51963e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	1.07305e-05	2.35966e-05	5.97082e-06	2.55868e-05	2.62697e-05	2.12819e-05	1.14462e-05	6.79641e-06	1.66879e-05	2.23811e-05	5.54835e-06	7.09863e-06	0	1.2954e-05	2.53206e-05	0	0	3.97568e-06	8.98075e-06	0	0	2.15475e-05	1.00806e-05	1.268e-05	2.16803e-05	6.1947e-06	2.15099e-06	7.45502e-06	3.29615e-06	1.80273e-06	3.37626e-06	4.73598e-06
GLUCARDEG-PWY: D-glucarate degradation I	9.86874e-07	3.07734e-06	0	2.38612e-06	3.76692e-06	3.93565e-06	5.42858e-06	0	0	1.98807e-06	0	0	0	2.57931e-06	8.34093e-06	0	0	0	0	0	0	5.94785e-06	6.04055e-07	2.45374e-06	4.78651e-06	1.29824e-06	0	3.28257e-07	0	0	0	7.13769e-07
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	1.13499e-06	3.27969e-06	0	2.599e-06	3.01122e-06	3.20271e-06	6.73286e-06	0	0	2.11715e-06	0	0	0	2.42552e-06	9.48913e-06	0	0	0	0	0	0	5.52645e-06	8.21325e-07	3.0734e-06	3.32744e-06	1.20118e-06	0	3.86411e-07	0	9.17577e-07	7.84217e-07	0
GLUCONEO-PWY: gluconeogenesis I	3.63208e-05	7.3437e-05	1.69217e-05	0.000101288	0.000103837	7.08125e-05	3.78687e-05	3.50984e-06	2.58201e-05	9.55e-05	5.8593e-06	1.59756e-05	0	4.50726e-05	0.000118756	0	9.15957e-06	4.1312e-06	7.86062e-06	9.03682e-06	0	5.1444e-05	1.26e-05	2.24008e-05	5.95997e-05	3.47451e-05	2.33037e-05	1.30374e-05	1.49399e-05	1.08916e-05	1.16805e-05	7.8615e-06
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	7.30839e-05	0.000100532	2.88576e-05	7.80532e-05	0.000103938	8.82027e-05	2.81728e-05	2.80507e-05	0.000226409	0.000100157	3.70185e-05	4.43059e-05	0	5.1769e-05	0.000140493	0	1.17468e-05	0	1.73853e-05	3.87392e-05	0	6.44954e-05	2.80759e-05	7.92707e-05	8.98829e-05	4.54082e-05	8.39161e-05	4.21485e-05	1.50016e-05	1.93531e-05	2.72096e-05	2.17904e-05
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	5.26761e-06	6.08318e-06	2.44814e-06	2.90203e-06	1.29494e-05	8.33283e-06	3.25318e-06	0	0	6.9356e-06	0	1.74173e-06	0	1.65179e-06	7.76976e-06	0	0	9.92002e-07	4.54145e-06	0	0	8.9315e-06	2.77416e-06	3.2737e-06	2.44613e-06	2.48367e-06	0	1.6394e-06	1.96992e-06	1.33949e-06	1.3453e-06	0
