Assembly Accession	Organism Name				GCA_000006765.1	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa PAO1|GCA_000006765.1							 		Tree node label
GCA_000019125.1	Pseudomonas putida GB-1				GCA_000026645.1	Pseudomonas aeruginosa LESB58	Pseudomonas aeruginosa LESB58|GCA_000026645.1						#	zZ1056794492663252201zZ	#zZ1056794492663252201zZ	Pseudomonas aeruginosa|GCA_030121855.1
GCA_000026105.1	Pseudomonas entomophila L48				GCA_000145825.2	Pseudomonas syringae Cit 7	Pseudomonas syringae Cit 7|GCA_000145825.2						#	zZ1063143410851124393zZ	#zZ1063143410851124393zZ	Pseudomonas sp. GR 6-02|GCA_001655615.1
GCA_000026645.1	Pseudomonas aeruginosa LESB58				GCA_000145845.2	Pseudomonas syringae pv. maculicola str. ES4326	Pseudomonas syringae pv. maculicola str. ES4326|GCA_000145845.2						#	zZ1063382804542834403zZ	#zZ1063382804542834403zZ	Pseudomonas aeruginosa|GCA_028608605.1
GCA_000145825.2	Pseudomonas syringae Cit 7				GCA_000145945.2	Pseudomonas amygdali pv. tabaci str. ATCC 11528	Pseudomonas amygdali pv. tabaci str. ATCC 11528|GCA_000145945.2						#	zZ1079628022563255213zZ	#zZ1079628022563255213zZ	Pseudomonas protegens|GCA_003363755.1
GCA_000145845.2	Pseudomonas syringae pv. maculicola str. ES4326				GCA_000146005.2	Pseudomonas amygdali pv. lachrymans str. M301315	Pseudomonas amygdali pv. lachrymans str. M301315|GCA_000146005.2						#	zZ1082702921373108303zZ	#zZ1082702921373108303zZ	Pseudomonas monteilii|GCA_015136515.1
GCA_000145945.2	Pseudomonas amygdali pv. tabaci str. ATCC 11528				GCA_000156995.2	Pseudomonas coronafaciens pv. oryzae str. 1_6	Pseudomonas coronafaciens pv. oryzae str. 1_6|GCA_000156995.2						#	zZ1084110349753161207zZ	#zZ1084110349753161207zZ	Pseudomonas lurida|GCA_002966835.1
GCA_000146005.2	Pseudomonas amygdali pv. lachrymans str. M301315				GCA_000164015.3	Pseudomonas savastanoi pv. savastanoi NCPPB 3335	Pseudomonas savastanoi pv. savastanoi NCPPB 3335|GCA_000164015.3						#	zZ1086345018043945787zZ	#zZ1086345018043945787zZ	Pseudomonas aeruginosa|GCA_030122075.1
GCA_000156995.2	Pseudomonas coronafaciens pv. oryzae str. 1_6				GCA_000168335.1	Pseudomonas aeruginosa PACS2	Pseudomonas aeruginosa PACS2|GCA_000168335.1						#	zZ108651918048034369zZ	#zZ108651918048034369zZ	Pseudomonas aeruginosa|GCA_013201115.1
GCA_000164015.3	Pseudomonas savastanoi pv. savastanoi NCPPB 3335				GCA_000183645.1	Pseudomonas putida BIRD-1	Pseudomonas putida BIRD-1|GCA_000183645.1						#	zZ1087517679511878705zZ	#zZ1087517679511878705zZ	Pseudomonas aeruginosa|GCA_028608965.1
GCA_000168335.1	Pseudomonas aeruginosa PACS2				GCA_000194805.1	Pseudomonas brassicacearum subsp. brassicacearum NFM421	Pseudomonas brassicacearum subsp. brassicacearum NFM421|GCA_000194805.1						#	zZ1108537612215335521zZ	#zZ1108537612215335521zZ	Pseudomonas wenzhouensis|GCA_021029445.1
GCA_000183645.1	Pseudomonas putida BIRD-1				GCA_000204295.1	Pseudomonas mendocina NK-01	Pseudomonas mendocina NK-01|GCA_000204295.1						#	zZ1109902753115918871zZ	#zZ1109902753115918871zZ	Pseudomonas amygdali pv. loropetali|GCA_023207855.1
GCA_000194805.1	Pseudomonas brassicacearum subsp. brassicacearum NFM421				GCA_000213805.1	Pseudomonas fulva 12-X	Pseudomonas fulva 12-X|GCA_000213805.1						#	zZ1110836978735649745zZ	#zZ1110836978735649745zZ	Pseudomonas putida|GCA_018141045.1
GCA_000204295.1	Pseudomonas mendocina NK-01				GCA_000223945.2	Pseudomonas aeruginosa 19BR	Pseudomonas aeruginosa 19BR|GCA_000223945.2						#	zZ1112359719995908295zZ	#zZ1112359719995908295zZ	Pseudomonas aeruginosa|GCA_014672795.1
GCA_000213805.1	Pseudomonas fulva 12-X				GCA_000223965.2	Pseudomonas aeruginosa 213BR	Pseudomonas aeruginosa 213BR|GCA_000223965.2						#	zZ1123929602233397131zZ	#zZ1123929602233397131zZ	Pseudomonas aeruginosa|GCA_030490735.1
GCA_000223945.2	Pseudomonas aeruginosa 19BR				GCA_000226035.3	Pseudomonas putida B6-2	Pseudomonas putida B6-2|GCA_000226035.3						#	zZ1125212445023538645zZ	#zZ1125212445023538645zZ	Pseudomonas aeruginosa|GCA_029962185.1
GCA_000223965.2	Pseudomonas aeruginosa 213BR				GCA_000226155.1	Pseudomonas aeruginosa M18	Pseudomonas aeruginosa M18|GCA_000226155.1						#	zZ1131361228929620620zZ	#zZ1131361228929620620zZ	Pseudomonas sp. P8_241|GCA_034008315.1
GCA_000226035.3	Pseudomonas putida B6-2				GCA_000237065.1	Pseudomonas ogarae	Pseudomonas ogarae|GCA_000237065.1						#	zZ1135487139392163132zZ	#zZ1135487139392163132zZ	Pseudomonas putida|GCA_022354785.1
GCA_000226155.1	Pseudomonas aeruginosa M18				GCA_000257545.3	Pseudomonas mandelii JR-1	Pseudomonas mandelii JR-1|GCA_000257545.3						#	zZ1137906917980674178zZ	#zZ1137906917980674178zZ	Pseudomonas wayambapalatensis|GCA_014268975.2
GCA_000237065.1	Pseudomonas ogarae				GCA_000262325.2	Pseudomonas fluorescens A506	Pseudomonas fluorescens A506|GCA_000262325.2						#	zZ1138609986982582752zZ	#zZ1138609986982582752zZ	Pseudomonas promysalinigenes|GCA_025398015.1
GCA_000257545.3	Pseudomonas mandelii JR-1				GCA_000264665.2	Pseudomonas putida ND6	Pseudomonas putida ND6|GCA_000264665.2						#	zZ114442413541886961zZ	#zZ114442413541886961zZ	Pseudomonas aeruginosa|GCA_003073615.1
GCA_000262325.2	Pseudomonas fluorescens A506				GCA_000271365.1	Pseudomonas aeruginosa DK2	Pseudomonas aeruginosa DK2|GCA_000271365.1						#	zZ1144709380607653275zZ	#zZ1144709380607653275zZ	Pseudomonas aeruginosa|GCA_029961545.1
GCA_000264665.2	Pseudomonas putida ND6				GCA_000271965.2	Pseudomonas putida SJTE-1	Pseudomonas putida SJTE-1|GCA_000271965.2						#	zZ1150135512751144851zZ	#zZ1150135512751144851zZ	Pseudomonas putida|GCA_014764425.1
GCA_000271365.1	Pseudomonas aeruginosa DK2				GCA_000271985.2	Pseudomonas aeruginosa SJTD-1	Pseudomonas aeruginosa SJTD-1|GCA_000271985.2						#	zZ1150194508783135936zZ	#zZ1150194508783135936zZ	Pseudomonas aeruginosa|GCA_029962165.1
GCA_000271965.2	Pseudomonas putida SJTE-1				GCA_000281215.1	Pseudomonas putida DOT-T1E	Pseudomonas putida DOT-T1E|GCA_000281215.1						#	zZ1159087168919796204zZ	#zZ1159087168919796204zZ	Pseudomonas alcaliphila JAB1|GCA_001941865.1
GCA_000271985.2	Pseudomonas aeruginosa SJTD-1				GCA_000282175.2	Pseudomonas sp. GM17	Pseudomonas sp. GM17|GCA_000282175.2						#	zZ1170297501244611248zZ	#zZ1170297501244611248zZ	Pseudomonas mosselii|GCA_025163535.1
GCA_000281215.1	Pseudomonas putida DOT-T1E				GCA_000284555.1	Pseudomonas aeruginosa NCGM2.S1	Pseudomonas aeruginosa NCGM2.S1|GCA_000284555.1						#	zZ1172783574000223922zZ	#zZ1172783574000223922zZ	Pseudomonas chlororaphis subsp. piscium|GCA_003850585.1
GCA_000282175.2	Pseudomonas sp. GM17				GCA_000293885.3	Pseudomonas fluorescens NCIMB 11764	Pseudomonas fluorescens NCIMB 11764|GCA_000293885.3						#	zZ1172816859408401862zZ	#zZ1172816859408401862zZ	Pseudomonas sp. SK3(2021)|GCA_016772375.1
GCA_000284555.1	Pseudomonas aeruginosa NCGM2.S1				GCA_000297075.2	Pseudomonas oleovorans CECT 5344	Pseudomonas oleovorans CECT 5344|GCA_000297075.2						#	zZ1184894564998810070zZ	#zZ1184894564998810070zZ	Pseudomonas sp. B21-017|GCA_024749245.1
GCA_000293885.3	Pseudomonas fluorescens NCIMB 11764				GCA_000316175.1	Pseudomonas sp. UW4	Pseudomonas sp. UW4|GCA_000316175.1						#	zZ1195472439224394819zZ	#zZ1195472439224394819zZ	Pseudomonas putida|GCA_026625125.1
GCA_000297075.2	Pseudomonas oleovorans CECT 5344				GCA_000325725.1	Pseudomonas putida HB3267	Pseudomonas putida HB3267|GCA_000325725.1						#	zZ1203123800566600367zZ	#zZ1203123800566600367zZ	Pseudomonas aeruginosa|GCA_022453765.1
GCA_000316175.1	Pseudomonas sp. UW4				GCA_000336465.1	Pseudomonas poae RE*1-1-14	Pseudomonas poae RE*1-1-14|GCA_000336465.1						#	zZ1205650989146192298zZ	#zZ1205650989146192298zZ	Pseudomonas aeruginosa|GCA_029961305.1
GCA_000325725.1	Pseudomonas putida HB3267				GCA_000344335.2	Pseudomonas syringae pv. actinidiae ICMP 9853	Pseudomonas syringae pv. actinidiae ICMP 9853|GCA_000344335.2						#	zZ1207975742531744571zZ	#zZ1207975742531744571zZ	Pseudomonas sp. LTR0|GCA_036630035.1
GCA_000336465.1	Pseudomonas poae RE*1-1-14				GCA_000344355.2	Pseudomonas syringae pv. actinidiae ICMP 18708	Pseudomonas syringae pv. actinidiae ICMP 18708|GCA_000344355.2						#	zZ1211140105656049454zZ	#zZ1211140105656049454zZ	Pseudomonas syringae pv. actinidiae|GCA_003665415.1
GCA_000344335.2	Pseudomonas syringae pv. actinidiae ICMP 9853				GCA_000344475.3	Pseudomonas syringae pv. actinidiae str. Shaanxi_M228	Pseudomonas syringae pv. actinidiae str. Shaanxi_M228|GCA_000344475.3						#	zZ1212129216299278246zZ	#zZ1212129216299278246zZ	Pseudomonas aeruginosa|GCA_021601605.3
GCA_000344355.2	Pseudomonas syringae pv. actinidiae ICMP 18708				GCA_000346225.2	Pseudomonas sp. Lz4W	Pseudomonas sp. Lz4W|GCA_000346225.2						#	zZ1212197971969445612zZ	#zZ1212197971969445612zZ	Pseudomonas brassicacearum|GCA_030687755.1
GCA_000344475.3	Pseudomonas syringae pv. actinidiae str. Shaanxi_M228				GCA_000349845.1	Pseudomonas sp. ATCC 13867	Pseudomonas sp. ATCC 13867|GCA_000349845.1						#	zZ1213736496673787379zZ	#zZ1213736496673787379zZ	Pseudomonas sp. B33.4|GCA_034555375.1
GCA_000346225.2	Pseudomonas sp. Lz4W				GCA_000359505.1	Pseudomonas aeruginosa B136-33	Pseudomonas aeruginosa B136-33|GCA_000359505.1						#	zZ122191997597196994zZ	#zZ122191997597196994zZ	Pseudomonas syringae pv. tomato|GCA_949769235.1
GCA_000349845.1	Pseudomonas sp. ATCC 13867				GCA_000397205.1	Pseudomonas protegens CHA0	Pseudomonas protegens CHA0|GCA_000397205.1						#	zZ1222560889553728333zZ	#zZ1222560889553728333zZ	Pseudomonas aeruginosa|GCA_028609945.1
GCA_000359505.1	Pseudomonas aeruginosa B136-33				GCA_000410575.1	Pseudomonas putida H8234	Pseudomonas putida H8234|GCA_000410575.1						#	zZ1235511020749722797zZ	#zZ1235511020749722797zZ	Pseudomonas sp. ADAK18|GCA_012935695.1
GCA_000397205.1	Pseudomonas protegens CHA0				GCA_000412675.1	Pseudomonas putida NBRC 14164	Pseudomonas putida NBRC 14164|GCA_000412675.1						#	zZ1244391946103721845zZ	#zZ1244391946103721845zZ	Pseudomonas denitrificans|GCA_008807415.1
GCA_000410575.1	Pseudomonas putida H8234				GCA_000412695.1	Pseudomonas resinovorans NBRC 106553	Pseudomonas resinovorans NBRC 106553|GCA_000412695.1						#	zZ1244711726649702719zZ	#zZ1244711726649702719zZ	Pseudomonas aeruginosa|GCA_021266605.1
GCA_000412675.1	Pseudomonas putida NBRC 14164				GCA_000414035.1	Pseudomonas aeruginosa RP73	Pseudomonas aeruginosa RP73|GCA_000414035.1						#	zZ1244868717354170054zZ	#zZ1244868717354170054zZ	Pseudomonas sp. BJP69|GCA_007633355.1
GCA_000412695.1	Pseudomonas resinovorans NBRC 106553				GCA_000452445.3	Pseudomonas syringae pv. pisi str. PP1	Pseudomonas syringae pv. pisi str. PP1|GCA_000452445.3						#	zZ1253249030038297489zZ	#zZ1253249030038297489zZ	Pseudomonas sp. FP833|GCA_030687275.1
GCA_000414035.1	Pseudomonas aeruginosa RP73				GCA_000452525.4	Pseudomonas syringae USA011	Pseudomonas syringae USA011|GCA_000452525.4						#	zZ126751204800014915zZ	#zZ126751204800014915zZ	Pseudomonas chlororaphis subsp. aurantiaca|GCA_003851345.1
GCA_000452445.3	Pseudomonas syringae pv. pisi str. PP1				GCA_000452565.3	Pseudomonas syringae UB303	Pseudomonas syringae UB303|GCA_000452565.3						#	zZ1269908854773591352zZ	#zZ1269908854773591352zZ	Pseudomonas asiatica|GCA_014792105.1
GCA_000452525.4	Pseudomonas syringae USA011				GCA_000452585.3	Pseudomonas syringae CC457	Pseudomonas syringae CC457|GCA_000452585.3						#	zZ1270368418010788488zZ	#zZ1270368418010788488zZ	Pseudomonas aeruginosa|GCA_028608705.1
GCA_000452565.3	Pseudomonas syringae UB303				GCA_000452605.3	Pseudomonas syringae CC440	Pseudomonas syringae CC440|GCA_000452605.3						#	zZ1272994384240562351zZ	#zZ1272994384240562351zZ	Pseudomonas aeruginosa|GCA_028608665.1
GCA_000452585.3	Pseudomonas syringae CC457				GCA_000452705.3	Pseudomonas syringae CC1557	Pseudomonas syringae CC1557|GCA_000452705.3						#	zZ1282658559139053565zZ	#zZ1282658559139053565zZ	Pseudomonas syringae pv. atrofaciens|GCA_003047185.1
GCA_000452605.3	Pseudomonas syringae CC440				GCA_000452745.3	Pseudomonas asturiensis	Pseudomonas asturiensis|GCA_000452745.3						#	zZ1283121848633337107zZ	#zZ1283121848633337107zZ	Pseudomonas savastanoi|GCA_014855475.1
GCA_000452705.3	Pseudomonas syringae CC1557				GCA_000473745.3	Pseudomonas aeruginosa VRFPA04	Pseudomonas aeruginosa VRFPA04|GCA_000473745.3						#	zZ1283475630199511754zZ	#zZ1283475630199511754zZ	Pseudomonas aeruginosa|GCA_002946935.1
GCA_000452745.3	Pseudomonas asturiensis				GCA_000494915.1	Pseudomonas sp. VLB120	Pseudomonas sp. VLB120|GCA_000494915.1						#	zZ128758663246433437zZ	#zZ128758663246433437zZ	Pseudomonas syringae pv. actinidiae str. Shaanxi_M228|GCA_000344475.3
GCA_000473745.3	Pseudomonas aeruginosa VRFPA04				GCA_000495455.2	Pseudomonas putida S12	Pseudomonas putida S12|GCA_000495455.2						#	zZ1288122953775533945zZ	#zZ1288122953775533945zZ	Pseudomonas syringae|GCA_900289125.1
GCA_000494915.1	Pseudomonas sp. VLB120				GCA_000496455.2	Pseudomonas aeruginosa DHS01	Pseudomonas aeruginosa DHS01|GCA_000496455.2						#	zZ1291009824636913071zZ	#zZ1291009824636913071zZ	Pseudomonas aeruginosa|GCA_030369855.1
GCA_000495455.2	Pseudomonas putida S12				GCA_000496605.2	Pseudomonas aeruginosa PA1	Pseudomonas aeruginosa PA1|GCA_000496605.2						#	zZ1300093588429884704zZ	#zZ1300093588429884704zZ	Pseudomonas extremaustralis|GCA_963677775.1
GCA_000496455.2	Pseudomonas aeruginosa DHS01				GCA_000496645.1	Pseudomonas aeruginosa PA1R	Pseudomonas aeruginosa PA1R|GCA_000496645.1						#	zZ1300355375497594695zZ	#zZ1300355375497594695zZ	Pseudomonas frederiksbergensis|GCA_035751725.1
GCA_000496605.2	Pseudomonas aeruginosa PA1				GCA_000498395.3	Pseudomonas putida S13.1.2	Pseudomonas putida S13.1.2|GCA_000498395.3						#	zZ1301693601053290330zZ	#zZ1301693601053290330zZ	Pseudomonas furukawaii|GCA_002355475.1
GCA_000496645.1	Pseudomonas aeruginosa PA1R				GCA_000498975.2	Pseudomonas soli	Pseudomonas soli|GCA_000498975.2						#	zZ1303901088490892305zZ	#zZ1303901088490892305zZ	Pseudomonas syringae UMAF0158|GCA_001281365.1
GCA_000498395.3	Pseudomonas putida S13.1.2				GCA_000504045.1	Pseudomonas aeruginosa MTB-1	Pseudomonas aeruginosa MTB-1|GCA_000504045.1						#	zZ1306970089725945388zZ	#zZ1306970089725945388zZ	Pseudomonas sp. SG20052|GCA_031766055.1
GCA_000498975.2	Pseudomonas soli				GCA_000508205.1	Pseudomonas sp. TKP	Pseudomonas sp. TKP|GCA_000508205.1						#	zZ1307200187971904637zZ	#zZ1307200187971904637zZ	Pseudomonas mosselii|GCA_023065975.1
GCA_000504045.1	Pseudomonas aeruginosa MTB-1				GCA_000508765.1	Pseudomonas aeruginosa LES431	Pseudomonas aeruginosa LES431|GCA_000508765.1						#	zZ1311949772515518228zZ	#zZ1311949772515518228zZ	Pseudomonas sp. ADPe|GCA_014843515.1
GCA_000508205.1	Pseudomonas sp. TKP				GCA_000510285.1	Pseudomonas monteilii SB3078	Pseudomonas monteilii SB3078|GCA_000510285.1						#	zZ1315874145326891301zZ	#zZ1315874145326891301zZ	Pseudomonas chlororaphis subsp. aurantiaca|GCA_003851225.1
GCA_000508765.1	Pseudomonas aeruginosa LES431				GCA_000510305.1	Pseudomonas aeruginosa SCV20265	Pseudomonas aeruginosa SCV20265|GCA_000510305.1						#	zZ1321790028025829196zZ	#zZ1321790028025829196zZ	Pseudomonas aeruginosa|GCA_900478745.1
GCA_000510285.1	Pseudomonas monteilii SB3078				GCA_000511325.1	Pseudomonas sp. FGI182	Pseudomonas sp. FGI182|GCA_000511325.1						#	zZ1323134244075330716zZ	#zZ1323134244075330716zZ	Pseudomonas aeruginosa|GCA_030489645.1
GCA_000510305.1	Pseudomonas aeruginosa SCV20265				GCA_000517305.1	Pseudomonas cichorii JBC1	Pseudomonas cichorii JBC1|GCA_000517305.1						#	zZ13242018201408178zZ	#zZ13242018201408178zZ	Pseudomonas siliginis|GCA_024072255.1
GCA_000510325.1	Pseudomonas monteilii SB3101				GCA_000524595.1	Pseudomonas aeruginosa YL84	Pseudomonas aeruginosa YL84|GCA_000524595.1						#	zZ1324617833228666226zZ	#zZ1324617833228666226zZ	Pseudomonas aeruginosa|GCA_019434155.1
GCA_000511325.1	Pseudomonas sp. FGI182				GCA_000568855.2	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK|GCA_000568855.2						#	zZ1326335745342567979zZ	#zZ1326335745342567979zZ	Pseudomonas putida|GCA_002356095.1
GCA_000517305.1	Pseudomonas cichorii JBC1				GCA_000585995.1	Pseudomonas brassicacearum	Pseudomonas brassicacearum|GCA_000585995.1						#	zZ1330276134970535056zZ	#zZ1330276134970535056zZ	Pseudomonas fluorescens|GCA_010448615.1
GCA_000524595.1	Pseudomonas aeruginosa YL84				GCA_000689415.1	Pseudomonas knackmussii B13	Pseudomonas knackmussii B13|GCA_000689415.1						#	zZ1339727557322429791zZ	#zZ1339727557322429791zZ	Pseudomonas resinovorans NBRC 106553|GCA_000412695.1
GCA_000568855.2	Pseudomonas aeruginosa PAK				GCA_000691565.1	Pseudomonas putida	Pseudomonas putida|GCA_000691565.1						#	zZ1342428155514875920zZ	#zZ1342428155514875920zZ	Pseudomonas sp. B21-040|GCA_024748695.1
GCA_000585995.1	Pseudomonas brassicacearum				GCA_000696345.2	Pseudomonas donghuensis	Pseudomonas donghuensis|GCA_000696345.2						#	zZ1346084722945693756zZ	#zZ1346084722945693756zZ	Pseudomonas aeruginosa|GCA_038432515.1
GCA_000648735.3	Pseudomonas syringae pv. actinidiae ICMP 18884				GCA_000698865.1	Pseudomonas chlororaphis	Pseudomonas chlororaphis|GCA_000698865.1						#	zZ1346110961291122424zZ	#zZ1346110961291122424zZ	Pseudomonas aeruginosa|GCA_002968655.1
GCA_000689415.1	Pseudomonas knackmussii B13				GCA_000730425.1	Pseudomonas fluorescens	Pseudomonas fluorescens|GCA_000730425.1						#	zZ1353287246375848484zZ	#zZ1353287246375848484zZ	Pseudomonas aeruginosa|GCA_902703195.1
GCA_000691565.1	Pseudomonas putida				GCA_000733715.2	Pseudomonas mendocina S5.2	Pseudomonas mendocina S5.2|GCA_000733715.2						#	zZ1366185113522069772zZ	#zZ1366185113522069772zZ	Pseudomonas putida|GCA_013425825.1
GCA_000696345.2	Pseudomonas donghuensis				GCA_000746525.1	Pseudomonas alkylphenolica	Pseudomonas alkylphenolica|GCA_000746525.1						#	zZ1367524763878936850zZ	#zZ1367524763878936850zZ	Pseudomonas syringae CC457|GCA_000452585.3
GCA_000698865.1	Pseudomonas chlororaphis				GCA_000756775.2	Pseudomonas saudiphocaensis	Pseudomonas saudiphocaensis|GCA_000756775.2						#	zZ1370005565594417585zZ	#zZ1370005565594417585zZ	Pseudomonas aeruginosa|GCA_015697645.1
GCA_000730425.1	Pseudomonas fluorescens				GCA_000759535.1	Pseudomonas cremoricolorata	Pseudomonas cremoricolorata|GCA_000759535.1						#	zZ1377209757402871359zZ	#zZ1377209757402871359zZ	Pseudomonas sp. TMP25|GCA_038048985.1
GCA_000733715.2	Pseudomonas mendocina S5.2				GCA_000761155.1	Pseudomonas rhizosphaerae	Pseudomonas rhizosphaerae|GCA_000761155.1						#	zZ1395884217905099340zZ	#zZ1395884217905099340zZ	Pseudomonas sp. B21-051|GCA_024748795.1
GCA_000746525.1	Pseudomonas alkylphenolica				GCA_000761195.1	Pseudomonas chlororaphis subsp. aurantiaca	Pseudomonas chlororaphis subsp. aurantiaca|GCA_000761195.1						#	zZ1413433368401389417zZ	#zZ1413433368401389417zZ	Pseudomonas aeruginosa|GCA_001792835.1
GCA_000756775.2	Pseudomonas saudiphocaensis				GCA_000763245.3	Pseudomonas aeruginosa	Pseudomonas aeruginosa|GCA_000763245.3						#	zZ1419497568343884356zZ	#zZ1419497568343884356zZ	Pseudomonas aeruginosa|GCA_028609085.1
GCA_000759535.1	Pseudomonas cremoricolorata				GCA_000800255.1	Pseudomonas parafulva	Pseudomonas parafulva|GCA_000800255.1						#	zZ1427178916754001310zZ	#zZ1427178916754001310zZ	Pseudomonas sp. So3.2b|GCA_019464415.1
GCA_000761155.1	Pseudomonas rhizosphaerae				GCA_000816985.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa|GCA_000816985.1						#	zZ1431525354893243630zZ	#zZ1431525354893243630zZ	Pseudomonas aeruginosa|GCA_900618245.1
GCA_000761195.1	Pseudomonas chlororaphis subsp. aurantiaca				GCA_000828695.1	Pseudomonas protegens Cab57	Pseudomonas protegens Cab57|GCA_000828695.1						#	zZ1432223404930728402zZ	#zZ1432223404930728402zZ	Pseudomonas aeruginosa|GCA_022569995.1
GCA_000763245.3	Pseudomonas aeruginosa				GCA_000829255.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa|GCA_000829255.1						#	zZ1433465315332237483zZ	#zZ1433465315332237483zZ	Pseudomonas aeruginosa|GCA_001594325.2
GCA_000800255.1	Pseudomonas parafulva				GCA_000829415.1	Pseudomonas sp. StFLB209	Pseudomonas sp. StFLB209|GCA_000829415.1						#	zZ1433750487447874169zZ	#zZ1433750487447874169zZ	Pseudomonas aeruginosa|GCA_002411865.3
GCA_000816985.1	Pseudomonas aeruginosa				GCA_000829885.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa|GCA_000829885.1						#	zZ1434692170339904563zZ	#zZ1434692170339904563zZ	Pseudomonas soli|GCA_000498975.2
GCA_000828695.1	Pseudomonas protegens Cab57				GCA_000831585.1	Pseudomonas plecoglossicida	Pseudomonas plecoglossicida|GCA_000831585.1						#	zZ1438346121793147658zZ	#zZ1438346121793147658zZ	Pseudomonas sp. SWI7|GCA_006351945.1
GCA_000829255.1	Pseudomonas aeruginosa				GCA_000931465.1	Pseudomonas sp. MRSN 12121	Pseudomonas sp. MRSN 12121|GCA_000931465.1						#	zZ1441511925689120108zZ	#zZ1441511925689120108zZ	Pseudomonas aeruginosa|GCA_002968515.1
GCA_000829275.1	Pseudomonas aeruginosa				GCA_000934565.1	Pseudomonas simiae	Pseudomonas simiae|GCA_000934565.1						#	zZ1449065115509543953zZ	#zZ1449065115509543953zZ	Pseudomonas aeruginosa|GCA_021249245.1
GCA_000829415.1	Pseudomonas sp. StFLB209				GCA_000953455.1	Pseudomonas oleovorans	Pseudomonas oleovorans|GCA_000953455.1						#	zZ1458157315732552337zZ	#zZ1458157315732552337zZ	Pseudomonas aeruginosa|GCA_001618925.1
GCA_000829885.1	Pseudomonas aeruginosa				GCA_000963495.1	Pseudomonas simiae	Pseudomonas simiae|GCA_000963495.1						#	zZ1458428356556112007zZ	#zZ1458428356556112007zZ	Pseudomonas viciae|GCA_029906485.1
GCA_000831585.1	Pseudomonas plecoglossicida				GCA_000963835.1	Pseudomonas chlororaphis	Pseudomonas chlororaphis|GCA_000963835.1						#	zZ1458714289675072619zZ	#zZ1458714289675072619zZ	Pseudomonas aeruginosa|GCA_022810885.1
