Run ID: mytest2
Genomes produced: 2118
Alignment mode: codon
Filtered by: 50%

Genomes included in the analysis
uid	label	acc	taxon_name	strain_name	type	taxonomy	UBCG
9085452401162035604	GCA_000756775.2	null	null	null	null	null	82
7989774542651160635	GCA_000759535.1	null	null	null	null	null	82
7723818446228908616	GCA_000761155.1	null	null	null	null	null	83
2984734081161539420	GCA_000761195.1	null	null	null	null	null	83
618515953909747346	GCA_000763245.3	null	null	null	null	null	82
2466054594749887637	GCA_000800255.1	null	null	null	null	null	82
7102924248484852327	GCA_000816985.1	null	null	null	null	null	82
7579520114028994178	GCA_000828695.1	null	null	null	null	null	82
727984957296441798	GCA_000829255.1	null	null	null	null	null	82
241729426348444249	GCA_000829275.1	null	null	null	null	null	82
2698210103818582007	GCA_000829415.1	null	null	null	null	null	82
7826965654082497755	GCA_000831585.1	null	null	null	null	null	82
6967526041347247819	GCA_000931465.1	null	null	null	null	null	82
6306364662581865251	GCA_000934565.1	null	null	null	null	null	82
2492668207263933821	GCA_000953455.1	null	null	null	null	null	82
6641263656963682549	GCA_000963495.1	null	null	null	null	null	82
4299044171082880498	GCA_000963835.1	null	null	null	null	null	82
5031638108621605099	GCA_000968415.2	null	null	null	null	null	82
8811854173618397151	GCA_000981825.1	null	null	null	null	null	82
7923654819107621268	GCA_000988395.1	null	null	null	null	null	82
6480507452677748098	GCA_000988485.1	null	null	null	null	null	82
8131777720709315461	GCA_001007005.1	null	null	null	null	null	82
7681696134835857208	GCA_001020725.3	null	null	null	null	null	81
5754568574533016382	GCA_001023535.1	null	null	null	null	null	83
9086403002455301535	GCA_001045685.1	null	null	null	null	null	82
4302528119457134440	GCA_001077475.1	null	null	null	null	null	82
7559445061234296813	GCA_001186335.1	null	null	null	null	null	82
1303901088490892305	GCA_001281365.1	null	null	null	null	null	82
2933738144559929478	GCA_001293085.1	null	null	null	null	null	82
8477600111149723673	GCA_001294575.1	null	null	null	null	null	82
5170175133729028065	GCA_001307155.1	null	null	null	null	null	83
8384721624480514992	GCA_001307275.1	null	null	null	null	null	82
4845148934389779761	GCA_001447845.1	null	null	null	null	null	82
8568159732046845528	GCA_001449085.1	null	null	null	null	null	82
1943831015058792038	GCA_001457615.1	null	null	null	null	null	82
424028677315628755	GCA_001465155.1	null	null	null	null	null	80
2901598252167352286	GCA_001482325.1	null	null	null	null	null	82
3330927218015848810	GCA_001482725.1	null	null	null	null	null	82
6290931454314842755	GCA_001511755.1	null	null	null	null	null	82
7457315196246181073	GCA_001511775.1	null	null	null	null	null	82
3681802346588697365	GCA_001515585.2	null	null	null	null	null	82
4600650851605717361	GCA_001515845.2	null	null	null	null	null	82
6708161296009252947	GCA_001515915.2	null	null	null	null	null	81
6381629759773887872	GCA_001516005.1	null	null	null	null	null	82
7394133806589623412	GCA_001516105.1	null	null	null	null	null	82
8615391353965711023	GCA_001516165.2	null	null	null	null	null	82
6610999114584415440	GCA_001516185.2	null	null	null	null	null	82
4977754817693530854	GCA_001516205.2	null	null	null	null	null	82
7071733587492920097	GCA_001516225.2	null	null	null	null	null	82
8876418900700603025	GCA_001516245.2	null	null	null	null	null	82
1863755169917575055	GCA_001516265.1	null	null	null	null	null	82
7211164758889363123	GCA_001516305.2	null	null	null	null	null	82
541699935460994587	GCA_001516325.2	null	null	null	null	null	82
4757520256865358188	GCA_001516345.1	null	null	null	null	null	82
8504707411864443464	GCA_001516365.2	null	null	null	null	null	82
3918341192189890245	GCA_001516385.1	null	null	null	null	null	82
4078670179062664867	GCA_001518815.1	null	null	null	null	null	82
6233431212676413745	GCA_001518975.1	null	null	null	null	null	82
6075808810133193808	GCA_001534745.1	null	null	null	null	null	82
1028737891353932118	GCA_001542795.2	null	null	null	null	null	82
4243733895511900127	GCA_001542835.1	null	null	null	null	null	82
8003950671464011688	GCA_001543265.1	null	null	null	null	null	82
2648882603867664850	GCA_001547895.1	null	null	null	null	null	82
5427911083847616431	GCA_001547915.1	null	null	null	null	null	82
7015821498838298391	GCA_001547955.1	null	null	null	null	null	82
3143715352945546667	GCA_001548135.1	null	null	null	null	null	82
4045808870424692568	GCA_001548335.1	null	null	null	null	null	82
7717991709066130769	GCA_001579805.1	null	null	null	null	null	81
2552692198690261950	GCA_001586155.1	null	null	null	null	null	82
2701468934801964631	GCA_001594225.2	null	null	null	null	null	88
1433465315332237483	GCA_001594325.2	null	null	null	null	null	82
695567529716671351	GCA_001597285.1	null	null	null	null	null	82
2274907326022360014	GCA_001602135.1	null	null	null	null	null	82
8292009048703997613	GCA_001605965.1	null	null	null	null	null	82
8569758854379036258	GCA_001606045.1	null	null	null	null	null	82
655543105966996316	GCA_001612705.2	null	null	null	null	null	82
1458157315732552337	GCA_001618925.1	null	null	null	null	null	82
5356654798370189920	GCA_001630725.2	null	null	null	null	null	82
4803146938171801934	GCA_001632245.1	null	null	null	null	null	82
6710350027437964653	GCA_001636055.1	null	null	null	null	null	82
3240786566855133215	GCA_001647715.1	null	null	null	null	null	82
6724383582884694829	GCA_001654435.1	null	null	null	null	null	85
8911070315255754408	GCA_001654515.1	null	null	null	null	null	82
7739898986455933411	GCA_001655295.1	null	null	null	null	null	82
8194531854299897434	GCA_001655595.1	null	null	null	null	null	82
1063143410851124393	GCA_001655615.1	null	null	null	null	null	82
6535791663213194495	GCA_001661075.1	null	null	null	null	null	83
4679545831485833921	GCA_001679685.1	null	null	null	null	null	83
6708523407965027949	GCA_001687285.1	null	null	null	null	null	82
4706267842814976345	GCA_001703595.1	null	null	null	null	null	82
7144061060265904689	GCA_001705995.2	null	null	null	null	null	83
7295697598895071161	GCA_001708425.1	null	null	null	null	null	82
28541511005468464	GCA_001708445.1	null	null	null	null	null	82
7210820882217090897	GCA_001708465.1	null	null	null	null	null	82
3359022043578575841	GCA_001708485.1	null	null	null	null	null	82
2900739827478990458	GCA_001708505.1	null	null	null	null	null	82
808451392975820663	GCA_001721745.1	null	null	null	null	null	82
723927261545318464	GCA_001721765.1	null	null	null	null	null	82
2476932458050128797	GCA_001721785.1	null	null	null	null	null	82
533122368978428850	GCA_001721805.1	null	null	null	null	null	82
5926778418322779463	GCA_001721825.1	null	null	null	null	null	82
1170609514139992088	GCA_001721845.1	null	null	null	null	null	82
8328967421559712247	GCA_001722005.2	null	null	null	null	null	83
1670135346826530899	GCA_001722025.1	null	null	null	null	null	82
7196103170847306202	GCA_001722045.1	null	null	null	null	null	82
7739634764772166640	GCA_001729505.1	null	null	null	null	null	82
2250894647765567895	GCA_001746815.1	null	null	null	null	null	82
4353233587417206970	GCA_001747385.1	null	null	null	null	null	82
9115951227831184442	GCA_001750705.1	null	null	null	null	null	81
7503850046883657241	GCA_001767335.1	null	null	null	null	null	82
1413433368401389417	GCA_001792835.1	null	null	null	null	null	82
1791821229689799103	GCA_001792855.1	null	null	null	null	null	82
7060620792974529013	GCA_001792875.1	null	null	null	null	null	82
2880769636639825976	GCA_001839645.2	null	null	null	null	null	82
4089509340675199671	GCA_001839655.2	null	null	null	null	null	82
3486489981603751081	GCA_001870265.1	null	null	null	null	null	82
6164441791823291397	GCA_001874465.1	null	null	null	null	null	82
1577191803293651783	GCA_001874645.1	null	null	null	null	null	82
7487077752652989039	GCA_001879525.1	null	null	null	null	null	82
6415807142738573407	GCA_001886975.1	null	null	null	null	null	82
797704420319230588	GCA_001900195.1	null	null	null	null	null	82
857838574023880008	GCA_001900225.1	null	null	null	null	null	82
6532446967341946740	GCA_001900265.1	null	null	null	null	null	82
2740778363357293108	GCA_001913135.1	null	null	null	null	null	82
9164426807088086015	GCA_001913215.1	null	null	null	null	null	82
5182355843125770417	GCA_001913235.1	null	null	null	null	null	82
1159087168919796204	GCA_001941865.1	null	null	null	null	null	82
4907558834381724848	GCA_001952935.1	null	null	null	null	null	83
6820497808024897418	GCA_002006545.1	null	null	null	null	null	83
257302656083545412	GCA_002007785.1	null	null	null	null	null	83
3887075975410033177	GCA_002021815.1	null	null	null	null	null	82
72179104699676784	GCA_002024285.1	null	null	null	null	null	82
4705034097955311228	GCA_002024305.1	null	null	null	null	null	82
2654141732217972614	GCA_002025205.1	null	null	null	null	null	82
7574473189127524178	GCA_002025705.1	null	null	null	null	null	82
3749486559583442270	GCA_002028325.1	null	null	null	null	null	82
4754324286977122828	GCA_002037565.1	null	null	null	null	null	82
7046343675417515105	GCA_002068135.1	null	null	null	null	null	82
4702977293501878541	GCA_002075065.1	null	null	null	null	null	82
160534633943654134	GCA_002085605.1	null	null	null	null	null	82
2655712573696376359	GCA_002085755.1	null	null	null	null	null	82
5989312001593833113	GCA_002104595.1	null	null	null	null	null	82
7773110988070832814	GCA_002104615.1	null	null	null	null	null	82
8372146825652072787	GCA_002128325.1	null	null	null	null	null	82
8759421505728767106	GCA_002155165.1	null	null	null	null	null	82
6129751202080729743	GCA_002163625.1	null	null	null	null	null	82
3937202319973465026	GCA_002192475.1	null	null	null	null	null	82
1850189559181220138	GCA_002192495.1	null	null	null	null	null	82
6153483195133205663	GCA_002205335.1	null	null	null	null	null	82
8333641530653282580	GCA_002205355.1	null	null	null	null	null	82
9122744988398942480	GCA_002205375.1	null	null	null	null	null	82
4305972745528500024	GCA_002208645.1	null	null	null	null	null	82
3373408185612818527	GCA_002208745.2	null	null	null	null	null	82
7754161971225766727	GCA_025792575.1	null	null	null	null	null	70
377435394563033088	GCA_002215345.1	null	null	null	null	null	82
7607119367174586569	GCA_025792595.1	null	null	null	null	null	61
3470596759264925513	GCA_002223805.1	null	null	null	null	null	82
1741871587038359971	GCA_025792615.1	null	null	null	null	null	72
468252779605422476	GCA_002237405.1	null	null	null	null	null	82
4597492296786366031	GCA_025792635.1	null	null	null	null	null	65
5518284809086401313	GCA_002237425.1	null	null	null	null	null	82
796970106679191538	GCA_025792655.1	null	null	null	null	null	59
1494341593345365733	GCA_002287725.2	null	null	null	null	null	81
7473011472118564981	GCA_025792675.1	null	null	null	null	null	70
4281344037437605268	GCA_002309555.1	null	null	null	null	null	82
3291027440035234203	GCA_025837155.1	null	null	null	null	null	82
592541790716606188	GCA_002355315.1	null	null	null	null	null	83
1473144478552049007	GCA_025847435.1	null	null	null	null	null	82
1301693601053290330	GCA_002355475.1	null	null	null	null	null	82
3787457981714088395	GCA_025853855.1	null	null	null	null	null	82
4490091811506231019	GCA_002355875.1	null	null	null	null	null	83
6372388542214061553	GCA_025905425.1	null	null	null	null	null	82
5427331856430794531	GCA_025905485.1	null	null	null	null	null	82
1326335745342567979	GCA_002356095.1	null	null	null	null	null	83
6370310021131416817	GCA_025908315.1	null	null	null	null	null	82
4569210663416253643	GCA_002356535.2	null	null	null	null	null	82
4441107783920145264	GCA_025985465.1	null	null	null	null	null	82
1433750487447874169	GCA_002411865.3	null	null	null	null	null	82
8919030379211191928	GCA_002442555.1	null	null	null	null	null	82
4958041508472760726	GCA_025985485.1	null	null	null	null	null	82
6799094278575338259	GCA_002442855.1	null	null	null	null	null	82
6904237986087167198	GCA_025985505.1	null	null	null	null	null	82
4437398280684561487	GCA_002591235.1	null	null	null	null	null	82
3886402924426871764	GCA_025985525.1	null	null	null	null	null	82
1718982078335629050	GCA_002688705.1	null	null	null	null	null	80
33846576997072897	GCA_002736045.1	null	null	null	null	null	82
4885629219398331041	GCA_026016265.1	null	null	null	null	null	82
6868871938605196412	GCA_026016285.1	null	null	null	null	null	81
3458962264141360312	GCA_002736065.1	null	null	null	null	null	82
5977787098265162165	GCA_026016305.1	null	null	null	null	null	82
431268675166866927	GCA_002736125.1	null	null	null	null	null	82
3803582633308458919	GCA_002741075.1	null	null	null	null	null	82
2086924795362477458	GCA_026016325.1	null	null	null	null	null	82
8873879652332388193	GCA_002753655.1	null	null	null	null	null	82
6917877954803050792	GCA_002753995.1	null	null	null	null	null	82
7143754576949655075	GCA_026016345.1	null	null	null	null	null	82
2210223917092521654	GCA_002763655.1	null	null	null	null	null	82
1831594953039991641	GCA_002812565.2	null	null	null	null	null	82
176915899355836149	GCA_026016365.1	null	null	null	null	null	82
3899486652199962764	GCA_002812825.1	null	null	null	null	null	82
3352990836611649677	GCA_002812845.1	null	null	null	null	null	82
9050544964453805131	GCA_026016485.1	null	null	null	null	null	82
7668524583374242932	GCA_002812865.1	null	null	null	null	null	82
3896809261560481607	GCA_026016505.1	null	null	null	null	null	82
2771020528873184526	GCA_002812885.1	null	null	null	null	null	82
2152637942040030230	GCA_002812905.2	null	null	null	null	null	82
3715992954267144883	GCA_026016525.1	null	null	null	null	null	82
7602918081377413046	GCA_002812925.3	null	null	null	null	null	82
1902995335053623226	GCA_002843285.1	null	null	null	null	null	77
5099764906902088542	GCA_026072635.1	null	null	null	null	null	82
4964355020822296423	GCA_026153515.1	null	null	null	null	null	82
3716768619594182615	GCA_002844145.1	null	null	null	null	null	82
9171271640875116877	GCA_002845275.2	null	null	null	null	null	82
4421902597588585555	GCA_026170095.1	null	null	null	null	null	81
1522883900743380568	GCA_002865505.1	null	null	null	null	null	77
4925491951711771448	GCA_026183455.1	null	null	null	null	null	83
1986405414960743116	GCA_026261625.1	null	null	null	null	null	82
1879996884929107041	GCA_002874965.1	null	null	null	null	null	82
1948643587744358139	GCA_002905685.2	null	null	null	null	null	82
2948528012573001377	GCA_026261685.1	null	null	null	null	null	82
6487915371429739697	GCA_002905795.2	null	null	null	null	null	83
7599727210986200491	GCA_026261705.1	null	null	null	null	null	82
8190501447842996377	GCA_002905815.2	null	null	null	null	null	82
5591090123946022534	GCA_026314255.1	null	null	null	null	null	81
3689434963293082496	GCA_026314355.1	null	null	null	null	null	82
1717232260222149546	GCA_002934065.1	null	null	null	null	null	82
2634167892606755341	GCA_026410105.1	null	null	null	null	null	82
3951170008422453604	GCA_002934345.1	null	null	null	null	null	82
8149678142048368332	GCA_026410125.1	null	null	null	null	null	82
9017739027270938859	GCA_002943995.1	null	null	null	null	null	82
2637919824384417059	GCA_026428275.1	null	null	null	null	null	82
1283475630199511754	GCA_002946935.1	null	null	null	null	null	82
2859563257059277024	GCA_002947915.1	null	null	null	null	null	82
3031402404934266151	GCA_026428315.1	null	null	null	null	null	82
5851390991356211656	GCA_002947975.1	null	null	null	null	null	82
8713431565685275315	GCA_026428335.1	null	null	null	null	null	81
1955436787750425208	GCA_002948105.1	null	null	null	null	null	82
538889837503011715	GCA_026503285.1	null	null	null	null	null	84
8032771706663400707	GCA_002949975.1	null	null	null	null	null	83
3430458990221415107	GCA_026625105.1	null	null	null	null	null	82
7598331143221461185	GCA_002949995.1	null	null	null	null	null	82
1195472439224394819	GCA_026625125.1	null	null	null	null	null	82
8634939979842111893	GCA_002951475.1	null	null	null	null	null	82
8344830173764001530	GCA_026625905.1	null	null	null	null	null	82
6450526118676838334	GCA_002953115.1	null	null	null	null	null	82
5938521748321748728	GCA_026636135.1	null	null	null	null	null	82
1744553337085613450	GCA_002966555.1	null	null	null	null	null	82
4204488809094903902	GCA_026636195.1	null	null	null	null	null	82
5227943693556282128	GCA_002966775.1	null	null	null	null	null	83
3336151916216707200	GCA_026651425.1	null	null	null	null	null	82
1084110349753161207	GCA_002966835.1	null	null	null	null	null	82
1441511925689120108	GCA_002968515.1	null	null	null	null	null	82
6638941783828387296	GCA_026651855.1	null	null	null	null	null	86
2065441002009769989	GCA_002968585.1	null	null	null	null	null	82
7246315297219075370	GCA_026686735.1	null	null	null	null	null	82
1346110961291122424	GCA_002968655.1	null	null	null	null	null	82
8644853856575612210	GCA_026723825.1	null	null	null	null	null	82
4515144656963495296	GCA_002968695.1	null	null	null	null	null	82
4835049837415484252	GCA_026727695.1	null	null	null	null	null	82
3336220882743277145	GCA_002968755.1	null	null	null	null	null	83
286903323728505839	GCA_026727715.1	null	null	null	null	null	82
5672438059612377239	GCA_002968955.1	null	null	null	null	null	82
3687678657845071301	GCA_026727735.1	null	null	null	null	null	82
8846440855480425680	GCA_002997005.1	null	null	null	null	null	82
3371475495190944320	GCA_026727755.1	null	null	null	null	null	82
1488595802390960841	GCA_003008615.1	null	null	null	null	null	82
8919000444018947362	GCA_026810445.1	null	null	null	null	null	82
2549852238116671524	GCA_003008635.1	null	null	null	null	null	82
2416919878840332547	GCA_026870135.1	null	null	null	null	null	82
2229224234481055704	GCA_003025345.2	null	null	null	null	null	82
4629102231317305914	GCA_026898135.2	null	null	null	null	null	82
27500405791924992	GCA_003028335.1	null	null	null	null	null	82
5164574354386799433	GCA_026967615.1	null	null	null	null	null	82
1282658559139053565	GCA_003047185.1	null	null	null	null	null	82
2126242289086627740	GCA_027171385.1	null	null	null	null	null	82
2270126303043611818	GCA_027359235.1	null	null	null	null	null	83
6389959134009690027	GCA_003049825.1	null	null	null	null	null	83
2600841249658740730	GCA_027569775.1	null	null	null	null	null	82
8964782468924341409	GCA_003052005.2	null	null	null	null	null	82
4970566711315054005	GCA_027570415.1	null	null	null	null	null	82
8063547210324975673	GCA_003055645.1	null	null	null	null	null	82
6507130516368322144	GCA_027570435.1	null	null	null	null	null	82
1581170926794881487	GCA_003060845.1	null	null	null	null	null	82
7490353744427955213	GCA_027570455.1	null	null	null	null	null	82
114442413541886961	GCA_003073615.1	null	null	null	null	null	82
644675250051630483	GCA_027570475.1	null	null	null	null	null	82
230506584119773543	GCA_003073695.1	null	null	null	null	null	83
6322420554971671425	GCA_027570495.1	null	null	null	null	null	82
1680876543955945837	GCA_003073735.1	null	null	null	null	null	82
5965501398650598612	GCA_027570515.1	null	null	null	null	null	82
35885155361194034	GCA_027570535.1	null	null	null	null	null	82
533291253445969689	GCA_003073795.1	null	null	null	null	null	82
2311923512624007659	GCA_027570555.1	null	null	null	null	null	82
5040822046162782107	GCA_003073895.1	null	null	null	null	null	83
8032183478075538324	GCA_027570575.1	null	null	null	null	null	82
2111798099457099452	GCA_003151075.1	null	null	null	null	null	82
3194786516752743014	GCA_027570595.1	null	null	null	null	null	82
4163735937914518991	GCA_003193645.1	null	null	null	null	null	82
1855720217635191006	GCA_027570615.1	null	null	null	null	null	82
5301709953272777212	GCA_003194245.1	null	null	null	null	null	82
8649242178486691469	GCA_027570635.1	null	null	null	null	null	82
5881658988228852455	GCA_003204335.1	null	null	null	null	null	82
5142300834824262378	GCA_027570655.1	null	null	null	null	null	82
5321132765729386717	GCA_003206535.1	null	null	null	null	null	82
437748601653243291	GCA_027570675.1	null	null	null	null	null	82
2092061841246618141	GCA_003228315.1	null	null	null	null	null	82
8699540930210139788	GCA_027570715.1	null	null	null	null	null	82
2366585004337871353	GCA_003288335.1	null	null	null	null	null	82
6090325127031721300	GCA_027570735.1	null	null	null	null	null	82
4372232765950327608	GCA_027570755.1	null	null	null	null	null	82
248014758579573602	GCA_003288355.1	null	null	null	null	null	82
8132741190137653801	GCA_027570775.1	null	null	null	null	null	82
532966887680961300	GCA_027570795.1	null	null	null	null	null	82
7763230646237599063	GCA_027570815.1	null	null	null	null	null	82
8252406560795046899	GCA_027570835.1	null	null	null	null	null	82
567930098335291451	GCA_027570855.1	null	null	null	null	null	82
7228600166514789515	GCA_027570875.1	null	null	null	null	null	82
174585467963233126	GCA_027570895.1	null	null	null	null	null	82
8328506050721059876	GCA_027570915.1	null	null	null	null	null	82
8525483333659055820	GCA_027570935.1	null	null	null	null	null	82
8986628119948086772	GCA_003288435.1	null	null	null	null	null	83
8395631251829971881	GCA_027570955.1	null	null	null	null	null	82
8732657933907735210	GCA_003290225.1	null	null	null	null	null	116
6879336441565729519	GCA_027570975.1	null	null	null	null	null	82
8234753752613497036	GCA_003290365.1	null	null	null	null	null	82
8330161068885256379	GCA_027570995.1	null	null	null	null	null	82
6069038590400003136	GCA_003319235.1	null	null	null	null	null	82
8503438708691698261	GCA_027571015.1	null	null	null	null	null	82
7223409233242178236	GCA_003332705.2	null	null	null	null	null	82
4238645153681378638	GCA_027571035.1	null	null	null	null	null	82
4203969670665462094	GCA_003352185.1	null	null	null	null	null	83
7299450935185739075	GCA_027571055.1	null	null	null	null	null	82
1079628022563255213	GCA_003363755.1	null	null	null	null	null	82
1481612434123714935	GCA_027571075.1	null	null	null	null	null	82
521583438665994702	GCA_003369735.1	null	null	null	null	null	82
3154556835701984044	GCA_027571095.1	null	null	null	null	null	82
3199923928276271950	GCA_003369755.1	null	null	null	null	null	82
5342110570675674091	GCA_027571115.1	null	null	null	null	null	82
3829963666960014560	GCA_003369775.1	null	null	null	null	null	82
616750872972566320	GCA_027571135.1	null	null	null	null	null	82
256826786102415405	GCA_003391255.1	null	null	null	null	null	82
2749307613123906516	GCA_027571155.1	null	null	null	null	null	82
927189857522058706	GCA_003408495.1	null	null	null	null	null	82
3102479722814879196	GCA_027571175.1	null	null	null	null	null	82
5120405367472180594	GCA_003408635.1	null	null	null	null	null	82
990567984613303299	GCA_027571195.1	null	null	null	null	null	82
8696124676343453147	GCA_003410295.1	null	null	null	null	null	82
7559151757028981137	GCA_027571215.1	null	null	null	null	null	82
7759092856265515038	GCA_027571285.1	null	null	null	null	null	82
6965543029255420711	GCA_003410335.1	null	null	null	null	null	82
5433834084392671956	GCA_027571305.1	null	null	null	null	null	82
7363503299597884914	GCA_003411785.2	null	null	null	null	null	83
5674884224263126922	GCA_027571325.1	null	null	null	null	null	82
2406161264768811616	GCA_003429185.1	null	null	null	null	null	82
2413739288416761825	GCA_027571345.1	null	null	null	null	null	82
5656419855743505641	GCA_003429205.1	null	null	null	null	null	82
6359132544174714551	GCA_027571365.1	null	null	null	null	null	82
2515210091704394355	GCA_003433235.1	null	null	null	null	null	81
2574434547224094594	GCA_027594685.1	null	null	null	null	null	82
2383664298302696543	GCA_003571505.1	null	null	null	null	null	82
3525459539343494500	GCA_027594965.1	null	null	null	null	null	82
493736393121778502	GCA_003571805.1	null	null	null	null	null	82
1620889868374552693	GCA_027594985.1	null	null	null	null	null	82
220105956050901486	GCA_003595175.1	null	null	null	null	null	82
4793329886363873621	GCA_027595005.1	null	null	null	null	null	82
8164515306500583698	GCA_003612935.1	null	null	null	null	null	82
4420830257512565689	GCA_027595025.1	null	null	null	null	null	83
6652661177758946258	GCA_003626935.2	null	null	null	null	null	81
1778973424215887051	GCA_027595085.1	null	null	null	null	null	82
3755071355369483679	GCA_003626975.1	null	null	null	null	null	82
4485576878737866660	GCA_027595145.1	null	null	null	null	null	82
4204688242100161792	GCA_003626995.1	null	null	null	null	null	82
4834520274345107685	GCA_027886605.1	null	null	null	null	null	82
